user,item
1219,765
1000,503
379,460
30,170
114,213
338,758
1376,607
383,489
813,94
724,773
966,794
16,393
144,236
1180,869
383,662
358,728
1021,534
6,61
189,866
825,156
734,380
14,456
1257,836
545,475
1148,637
1318,739
1197,220
379,607
410,222
876,636
615,94
601,344
793,547
869,785
72,841
1267,644
698,293
246,295
1426,712
1220,283
481,135
757,747
152,815
1156,428
252,251
975,676
883,278
711,156
696,295
263,74
199,46
1324,472
597,295
276,839
13,78
592,64
822,407
623,67
170,18
104,9
110,328
1020,144
1396,576
1089,314
478,779
659,753
903,154
905,669
19,615
301,376
665,351
791,574
725,194
828,297
226,167
83,60
1161,183
396,168
726,80
1158,544
708,639
576,481
263,215
1359,707
970,390
808,428
1220,269
613,66
513,184
1019,451
1162,546
373,40
646,774
545,698
496,493
492,634
1387,405
1300,862
1137,418
1085,158
309,656
533,568
650,94
147,455
660,72
1382,507
1132,380
643,70
529,413
776,356
414,168
985,868
1080,387
648,321
1291,402
1047,224
459,279
18,832
801,590
657,516
869,195
206,70
1144,785
1000,132
1193,762
927,294
711,407
721,749
20,225
1170,187
239,707
734,792
825,94
709,631
84,885
1099,404
808,577
892,607
1412,519
10,554
0,240
275,243
250,360
149,173
754,469
416,677
1146,672
1210,693
575,455
568,883
1021,604
670,134
1016,750
31,444
279,817
737,396
256,198
440,44
875,103
186,519
1287,554
863,567
1398,611
1312,579
1235,224
15,868
1282,285
1315,319
488,700
1029,247
971,494
309,617
204,198
1112,603
378,387
271,94
682,226
1416,571
1333,874
149,47
444,198
419,164
1040,426
1014,800
339,245
116,192
1361,588
446,330
647,116
316,860
99,179
766,465
783,221
882,525
57,419
113,705
1083,458
795,94
1011,446
667,72
339,243
107,9
635,68
88,174
651,828
84,14
537,443
434,571
843,346
150,70
196,345
84,620
962,266
27,174
118,397
1030,198
411,578
758,625
516,682
51,327
17,329
1131,697
842,174
32,83
246,733
245,26
842,117
438,229
1143,192
1084,706
527,386
516,790
354,546
60,313
680,601
982,515
1251,340
1010,458
215,706
562,156
263,419
497,588
1309,820
1186,707
995,130
847,706
1245,724
1415,833
379,46
926,704
686,80
1368,463
1301,565
931,786
1199,331
51,14
179,20
665,638
112,514
18,381
444,201
261,885
476,169
785,94
1428,843
315,209
1345,856
211,498
1406,703
974,889
553,304
709,890
83,226
622,285
121,191
1338,309
20,314
609,517
215,278
1403,463
992,686
891,361
1087,376
532,64
431,680
710,730
1153,178
132,268
102,184
123,429
769,773
125,331
823,167
497,47
1189,195
361,490
1093,754
1425,762
1368,724
159,46
8,805
30,179
52,6
900,228
886,637
954,120
537,796
409,572
730,105
1428,897
994,543
572,61
543,382
1105,624
309,645
666,72
1096,194
10,685
400,692
286,243
764,467
1425,733
178,20
1199,476
810,94
591,217
1056,352
1162,183
786,254
43,6
668,706
115,742
1292,267
1268,251
1428,898
892,106
269,478
816,879
1254,235
704,137
1301,849
419,413
364,145
1385,405
537,368
1006,556
721,106
50,50
1280,785
491,640
620,66
1392,664
659,184
1065,221
1036,198
338,764
200,495
882,183
940,521
339,587
2,0
452,167
153,269
855,126
849,748
118,523
413,44
701,762
1,762
256,603
101,530
338,214
1377,794
537,56
936,233
382,167
1299,892
1181,578
1154,178
53,706
1271,709
1037,706
500,632
1309,751
1422,603
687,788
794,94
1065,156
104,603
1164,598
796,706
520,803
1375,387
617,786
217,614
270,392
496,705
1349,325
459,241
1367,836
625,419
272,270
169,499
867,785
181,178
729,477
519,116
1195,831
1262,844
1414,554
983,785
727,80
877,568
118,836
420,607
1133,172
1361,650
288,128
204,23
559,679
130,817
893,549
171,19
450,61
1369,852
899,785
1186,656
970,707
862,321
1097,638
392,425
650,299
380,382
1083,187
819,320
1246,509
1312,804
1370,380
1306,793
935,442
1116,182
707,693
189,22
309,285
1154,811
1215,207
367,511
97,581
825,531
968,432
645,70
490,574
424,705
18,396
292,786
211,505
1086,249
8,897
428,231
623,478
1399,453
10,168
1076,686
220,334
405,744
1301,285
136,12
88,593
435,166
983,164
1102,253
442,420
963,121
1213,509
392,702
108,10
749,831
868,489
545,835
388,43
1390,687
531,55
518,655
63,779
545,499
481,538
327,212
1017,716
338,728
20,578
461,46
503,799
455,532
983,898
1086,405
828,116
1009,741
1257,622
851,188
444,680
260,120
433,785
1341,427
503,657
252,517
1047,203
70,895
83,6
555,167
1168,185
618,712
850,706
45,181
906,513
344,74
128,11
234,612
564,540
1197,198
200,322
770,92
314,355
1293,843
450,716
438,44
314,661
1395,428
1407,478
553,279
675,526
54,694
777,491
1303,832
68,706
56,580
726,785
317,718
987,167
403,244
891,157
174,19
276,661
1043,785
542,392
571,61
1061,461
689,568
200,22
154,155
206,504
56,785
493,47
1358,824
888,396
1396,429
761,116
114,10
281,478
1083,207
51,393
1225,211
1069,785
307,226
886,156
48,712
455,384
52,708
126,11
803,706
526,419
1216,854
366,662
187,178
61,6
598,94
154,581
640,574
1374,507
531,173
510,50
975,607
544,58
1055,419
1204,708
775,257
20,38
1325,707
887,225
941,351
1006,134
100,569
855,181
860,120
144,199
1186,198
81,285
782,434
906,762
1247,331
175,178
385,41
280,42
312,51
1325,717
396,271
465,46
379,140
684,74
1323,543
1038,149
619,503
367,263
595,167
361,416
116,319
124,618
1400,711
699,94
1354,519
880,107
829,94
259,531
57,656
587,111
178,556
425,862
833,94
1245,279
1120,208
146,390
91,778
272,163
634,580
1322,389
822,167
652,813
116,434
367,195
363,458
1333,398
1294,692
779,442
167,449
696,596
139,13
615,197
121,511
156,156
1074,262
337,451
1099,164
279,285
32,793
1421,614
1005,168
997,295
1301,277
230,64
479,422
437,694
914,713
1324,668
1241,756
1179,359
1337,759
140,329
1387,438
136,94
20,127
1409,511
351,365
1026,565
812,130
309,31
32,381
579,188
1198,416
156,16
1275,686
544,156
1378,857
154,241
1020,141
79,6
582,61
165,759
54,674
771,321
389,605
333,443
233,25
560,295
227,686
470,46
58,199
987,130
802,94
477,692
1251,847
789,208
1388,645
1166,730
1074,674
406,184
1213,623
268,334
189,167
735,578
1252,845
1326,302
414,443
1332,371
1041,351
319,707
721,299
1300,276
1330,882
682,734
526,413
971,844
131,439
667,168
277,249
886,353
1166,332
831,157
1380,390
344,181
864,107
669,362
316,311
1123,232
157,500
355,528
551,585
267,183
427,764
1395,454
1116,710
660,484
656,773
1124,169
1253,718
294,707
631,627
1017,782
1143,501
525,336
1162,447
1021,248
1396,519
1242,519
454,775
586,439
1370,428
220,44
1392,535
1315,615
1281,799
173,707
350,98
235,351
105,328
449,192
1311,482
352,373
697,779
29,11
458,240
391,707
1341,311
189,170
850,265
636,617
1010,514
1159,507
652,550
680,870
847,103
322,369
626,621
196,249
1142,281
48,6
325,428
1016,889
228,66
170,497
634,183
45,44
449,217
456,203
228,100
130,12
774,142
223,168
1203,221
223,400
106,9
450,340
170,345
1137,706
1065,225
336,353
266,679
66,706
151,339
1356,610
813,226
852,730
321,587
1318,289
1301,322
996,541
388,759
336,678
1234,224
1194,711
366,39
1287,260
1176,785
726,386
939,258
961,192
499,48
1061,704
1322,704
513,348
445,72
327,32
1077,233
881,104
1093,163
1066,168
1239,803
668,72
952,387
479,279
1212,206
939,233
661,705
155,814
833,627
1048,363
812,94
280,130
956,198
1323,300
369,177
1292,802
1015,139
42,6
909,836
308,31
1126,497
302,88
809,706
1379,707
384,515
822,578
724,690
1259,298
882,309
934,162
931,601
129,16
518,139
304,81
834,707
534,233
864,109
235,166
96,815
847,94
567,631
551,590
630,413
338,794
1419,640
281,50
1174,817
879,700
392,258
488,116
398,43
149,14
322,435
699,721
678,73
1360,728
348,140
741,241
149,852
1172,869
1272,782
737,387
1148,178
51,82
1052,278
276,690
5,124
786,419
681,487
281,839
158,199
1397,836
329,465
141,13
1427,887
1267,458
1260,279
1303,802
470,178
831,194
252,718
136,248
711,259
285,592
46,44
215,739
30,338
338,507
1039,606
293,130
1301,291
396,541
1191,767
1252,814
60,878
255,26
392,706
618,843
1116,668
1274,252
483,254
28,270
29,494
307,237
1088,345
180,20
155,881
740,85
521,825
606,192
16,254
251,26
432,131
82,574
1315,797
387,148
485,224
1192,196
77,335
449,453
1280,706
977,213
492,381
1316,287
316,148
787,651
95,780
1092,589
322,32
691,454
1066,311
561,233
1232,216
1194,499
1248,899
64,191
186,565
714,558
500,810
888,802
1105,706
836,273
454,763
125,364
921,307
206,23
337,544
1313,846
177,811
229,25
262,225
218,174
135,25
355,531
547,211
1132,289
179,696
1071,779
379,504
779,394
961,520
225,746
883,663
365,866
549,734
326,785
1388,578
653,706
221,25
704,494
1169,342
1270,251
1029,250
602,206
1062,874
1098,771
468,303
314,223
808,96
603,285
320,312
1142,779
955,672
521,682
80,6
419,65
1031,848
0,699
266,340
553,332
1298,351
9,542
490,154
457,713
84,863
1425,820
1003,171
450,281
769,167
964,801
481,515
737,639
1274,390
873,823
931,360
521,823
765,714
969,578
1054,718
1297,568
665,168
138,438
777,92
929,763
1385,496
167,616
294,76
1243,266
103,322
1184,615
979,604
159,438
1253,492
612,779
807,480
77,156
552,208
539,82
766,824
314,51
1086,689
984,383
188,587
227,746
1327,319
330,193
486,279
902,882
456,766
1121,690
637,573
195,46
734,171
437,554
1199,585
999,272
1002,869
814,184
1048,801
1173,261
177,156
86,890
1228,811
667,227
822,607
111,195
1019,293
1251,568
30,118
890,280
44,327
945,202
470,594
6,877
142,463
311,682
1140,174
988,746
622,167
1364,384
26,479
1088,160
203,475
650,160
484,227
1327,603
10,251
790,879
469,254
1173,513
927,706
1202,627
525,214
82,6
189,746
541,490
752,197
1275,258
754,258
37,875
1265,404
1363,463
901,344
70,152
366,234
10,176
152,696
772,879
913,222
404,44
428,422
550,781
1037,198
153,22
1332,485
1344,355
1021,810
652,234
124,727
119,624
753,656
1220,745
111,664
622,659
848,437
63,519
1039,150
614,66
525,65
1025,535
1160,862
318,567
712,462
296,30
18,891
488,428
351,709
823,574
47,706
277,94
1011,137
15,762
1338,826
760,811
1137,807
487,249
317,467
1267,383
563,110
691,509
6,168
92,538
496,271
141,224
1175,733
1187,226
57,42
1221,242
194,594
339,84
1330,454
990,771
745,506
1139,883
1055,772
580,600
449,767
620,760
1170,798
116,258
594,174
643,458
79,706
343,411
438,687
322,195
1157,507
41,269
380,640
1422,841
117,208
104,120
1401,458
833,811
625,543
759,486
1054,154
337,127
201,583
1221,227
123,365
392,745
786,680
22,115
871,120
187,20
538,565
1377,718
338,41
1286,802
581,240
350,396
83,405
693,234
1330,561
1420,846
499,528
686,437
25,4
835,243
126,168
1064,226
1239,407
1323,849
903,111
71,808
1248,761
20,278
569,233
111,337
535,72
65,184
998,131
1418,707
361,716
558,650
227,666
621,462
354,44
41,657
84,721
250,81
414,226
21,577
372,657
966,699
585,798
515,727
1284,285
173,19
18,355
492,47
1326,731
783,226
916,214
1180,578
123,251
1423,794
250,312
1067,899
462,159
8,340
1337,779
169,259
28,72
1210,343
699,543
530,54
898,811
189,507
884,831
260,279
30,197
400,178
739,285
1410,510
32,5
468,723
43,779
393,878
61,288
576,785
539,440
302,120
1060,195
956,161
18,472
931,858
923,265
56,278
1284,574
36,762
1293,897
644,595
86,643
1271,263
926,198
1236,224
909,303
195,279
1220,279
408,166
1242,609
382,97
543,57
367,548
618,306
1312,883
628,673
176,685
593,276
1359,762
250,184
1276,578
905,614
507,50
174,779
773,568
870,275
708,130
330,727
1291,881
513,809
588,351
22,667
797,156
634,706
433,117
613,156
499,303
421,627
264,110
445,650
220,574
1080,227
911,836
295,30
280,405
280,103
767,698
348,557
700,825
921,223
642,70
1123,804
1290,402
1188,530
412,484
840,706
584,123
1109,285
128,834
974,127
30,92
716,135
671,184
1230,218
58,152
924,151
1330,718
1295,279
56,899
193,224
97,323
1111,360
531,156
990,408
334,33
567,195
1391,706
281,578
1311,289
1094,444
588,730
685,839
562,421
1390,707
1042,701
47,611
799,107
949,710
652,95
853,457
415,74
675,180
574,638
1276,452
1182,699
1101,387
866,198
289,718
698,465
892,475
1409,672
217,474
931,116
202,376
563,337
794,245
877,481
405,44
1276,253
687,830
900,408
196,21
111,706
51,268
1180,295
1053,519
324,387
1296,268
1195,692
164,279
529,387
735,145
411,522
172,41
181,692
838,241
1313,503
339,185
58,876
542,161
714,82
615,157
584,61
864,572
461,444
395,336
235,468
422,825
1090,772
673,684
770,183
1335,644
818,826
680,892
1364,806
57,66
1139,604
487,169
805,500
763,641
583,61
1413,855
1249,233
72,521
65,167
1326,794
447,217
795,130
8,899
799,94
1270,394
167,883
878,474
925,406
159,327
837,381
773,286
1026,578
252,258
546,74
249,811
315,447
718,94
1397,662
1357,836
1384,401
1346,548
51,6
1321,669
1023,548
770,733
146,14
1304,692
84,115
88,115
1358,881
731,819
146,565
18,624
259,851
964,507
719,706
634,277
1167,877
391,598
948,198
97,37
911,468
35,708
22,278
921,115
1117,195
766,789
1273,755
205,458
32,283
40,357
459,72
46,94
1210,203
658,167
529,578
934,667
1026,498
537,156
1328,814
10,586
870,106
519,339
877,536
1259,305
1090,168
892,756
36,405
423,455
297,30
1101,411
1071,156
419,811
299,156
166,428
660,152
1303,796
425,286
168,18
627,615
1235,258
814,234
18,656
851,95
655,685
315,35
976,389
856,377
367,228
689,253
913,218
1116,578
330,163
804,865
822,706
209,23
598,640
98,19
649,163
302,360
971,126
866,304
612,603
228,742
324,653
915,115
24,4
49,232
723,79
1178,352
1172,188
956,880
312,233
98,249
1225,803
650,198
923,167
279,726
473,224
221,298
640,94
329,52
461,803
645,262
924,521
784,94
660,150
227,25
1207,605
135,689
930,485
223,204
1065,257
232,279
764,364
237,475
749,864
1003,295
1359,637
742,86
858,193
19,167
549,706
644,70
590,773
1121,174
843,877
1411,519
1357,381
1008,279
396,578
706,627
51,168
109,10
366,133
879,897
736,214
1242,305
1247,837
556,67
1195,198
160,271
1261,897
185,619
235,799
884,354
1262,785
475,268
1015,501
737,471
149,246
51,272
1342,559
1092,762
1082,760
192,368
49,145
370,801
346,648
279,419
416,241
928,116
153,684
109,709
945,352
130,383
1415,643
16,478
1419,770
1057,362
511,157
612,66
908,459
1304,398
431,44
572,779
865,401
761,92
1122,832
175,667
896,106
707,605
1004,273
556,261
145,707
449,222
100,256
679,120
952,131
217,25
5,492
279,86
750,217
97,511
576,154
272,260
524,140
768,667
534,184
343,48
447,562
658,94
705,178
671,72
323,681
927,198
995,843
1022,806
62,479
459,94
990,156
1298,274
622,863
197,655
456,715
187,552
23,395
512,156
948,762
739,85
892,387
487,556
311,94
271,773
60,116
499,769
721,107
957,877
298,30
129,12
246,26
906,112
665,396
321,32
109,724
308,625
1205,374
665,219
747,102
950,648
580,457
239,595
325,70
56,168
10,435
18,687
1069,894
1144,191
1023,143
283,680
1126,224
959,215
725,298
136,782
36,269
1141,835
504,631
1320,785
464,574
815,619
978,298
844,299
175,61
1077,168
762,653
1147,505
330,61
1267,642
1411,574
950,217
117,11
1404,834
972,624
85,156
84,156
763,669
492,285
136,814
1308,315
629,67
507,518
54,805
1109,167
1271,857
1238,256
300,94
1302,554
36,328
1221,505
683,91
411,351
439,513
1103,258
330,38
778,233
813,97
615,686
203,655
639,103
1268,690
154,464
702,75
106,606
986,226
247,103
500,258
367,264
637,69
538,437
263,537
726,765
248,130
947,201
175,698
1181,546
196,303
35,248
369,448
1124,785
1270,668
1306,707
350,151
632,67
222,717
699,661
84,223
736,181
752,226
333,380
515,762
1370,549
1034,707
6,1
634,207
1053,552
10,231
162,364
680,144
1065,683
1387,435
262,116
744,86
417,154
1060,574
805,566
299,31
1061,155
1231,215
398,404
82,589
262,706
688,415
809,163
136,103
221,759
366,137
1253,234
706,695
1282,706
844,258
764,152
935,285
673,779
201,741
1222,242
1153,184
781,743
1100,619
736,84
116,443
494,674
231,130
1186,706
419,686
1109,598
969,312
1222,848
268,297
529,351
789,94
428,432
779,603
843,880
570,132
229,166
456,787
52,818
1020,292
189,641
566,406
680,526
708,894
102,234
209,811
111,32
309,754
755,116
195,251
30,680
1177,190
868,653
1221,803
1056,818
1045,456
883,578
913,220
708,897
489,310
628,67
1394,424
512,149
979,133
996,130
1038,174
177,19
780,706
163,706
338,391
565,480
62,285
449,889
107,188
278,237
272,28
1217,649
1002,785
250,718
131,654
307,172
420,127
524,557
1281,695
899,707
1169,187
876,803
20,72
1164,715
342,728
1413,707
197,589
248,754
279,470
1296,766
466,763
1101,551
277,210
532,762
360,430
155,15
1273,382
936,347
397,227
13,641
0,516
795,571
364,232
1034,498
1039,227
519,680
1046,664
1073,865
1382,825
1247,776
52,340
886,352
822,233
18,3
126,258
423,762
968,293
401,255
296,779
698,156
597,94
1376,387
43,679
516,582
904,472
1423,838
396,457
196,213
163,17
1175,257
456,779
986,130
603,64
1104,741
1017,379
20,457
747,754
42,130
1331,811
267,168
241,433
1112,573
956,881
190,688
170,146
578,826
1273,707
118,706
458,691
430,592
714,386
1122,869
864,351
750,89
775,92
396,686
757,94
350,688
1206,780
185,367
658,574
436,470
1315,486
66,813
1424,883
231,103
1266,428
1230,679
901,738
203,383
894,196
666,116
1074,156
612,338
1291,328
1078,785
18,447
1277,319
536,56
352,317
1411,706
1375,568
512,143
1293,267
183,261
924,165
1309,285
633,83
345,794
377,433
641,208
1,168
763,91
676,151
172,19
638,451
844,198
446,44
512,513
1009,438
220,61
1414,564
303,168
563,104
988,131
16,801
244,307
69,261
520,346
436,707
302,115
1282,564
142,524
340,35
985,843
386,379
555,156
807,361
678,138
87,754
468,566
1355,519
1110,258
160,552
1117,168
874,103
283,29
1373,399
281,215
1145,176
388,56
436,343
259,72
949,732
1361,428
18,795
1262,244
1406,783
1178,707
1028,606
711,873
1302,280
816,94
1191,869
839,94
155,48
1061,479
572,105
42,896
717,344
365,752
1325,403
734,167
1372,850
788,845
1195,594
401,78
1022,176
794,804
1144,746
1165,423
366,222
276,465
656,285
559,462
750,562
77,736
1169,716
66,6
1085,707
40,5
1103,166
144,168
369,671
782,779
1128,379
1300,419
1387,465
161,515
409,587
1010,236
1037,574
842,167
283,658
1424,799
600,175
848,851
987,191
1371,487
610,807
1182,758
302,87
293,868
136,605
1422,779
799,769
948,811
1358,357
700,434
1295,465
1152,692
1312,811
167,615
1268,267
20,160
480,393
260,167
385,425
829,707
221,755
812,601
1256,820
1023,291
1032,146
63,789
856,775
1119,572
1281,846
1126,318
514,590
189,36
124,25
146,139
460,46
981,758
478,279
116,506
656,456
1080,466
1279,254
5,578
594,62
339,346
378,742
132,12
759,181
224,566
813,706
850,95
1221,258
57,771
56,888
1368,522
521,822
547,359
285,269
685,86
379,164
1400,632
987,785
919,128
625,280
88,706
0,351
370,40
528,504
168,843
646,70
480,258
670,94
1413,523
224,349
154,629
122,519
215,484
1327,486
272,497
361,38
1090,562
925,116
227,163
490,47
261,878
693,273
1179,826
5,506
4,303
338,795
164,521
1139,174
328,145
713,77
143,14
1107,166
486,69
1090,343
724,79
859,498
1010,529
254,202
533,55
216,320
638,69
1088,199
84,117
251,573
1367,731
351,529
572,66
556,225
1111,167
611,601
1422,759
405,707
896,868
1379,389
1165,534
583,295
1113,811
432,120
650,120
362,863
1067,843
293,897
1386,806
697,273
9,519
1243,229
1384,840
664,72
989,130
429,342
453,45
709,869
1237,393
1370,419
1362,789
1410,840
637,897
1170,433
635,706
1135,813
412,437
661,700
1204,694
1204,780
1211,442
509,249
836,96
215,25
98,248
46,578
824,773
508,574
862,211
287,650
521,387
1119,733
329,278
1427,798
1123,168
1391,519
998,746
452,258
202,22
189,116
901,861
56,108
983,897
631,68
102,692
625,625
35,318
290,50
1275,253
1146,397
1017,140
124,619
1360,795
516,412
1101,608
636,282
493,586
169,497
1091,455
30,188
41,181
919,481
976,127
332,543
303,208
489,603
718,167
118,663
1286,258
343,51
80,494
54,599
34,46
531,607
1219,848
413,222
488,165
310,872
1169,557
845,295
35,138
1294,842
103,706
18,24
478,200
219,831
573,381
742,198
167,545
783,228
1265,245
563,341
702,857
1034,565
1256,419
926,409
876,166
1115,501
491,351
1233,387
840,567
7,819
332,41
191,159
120,428
151,792
192,178
7,1
145,258
1059,528
102,805
984,376
1084,321
986,785
348,441
1363,418
1129,168
971,571
637,130
792,657
356,574
167,852
51,166
681,73
917,115
410,618
712,76
782,149
1309,284
1303,798
562,479
1063,739
1224,338
338,819
221,610
379,278
706,830
903,575
445,209
449,650
561,61
562,571
694,185
8,123
702,514
222,707
944,195
7,544
1111,466
1389,521
197,384
413,694
567,79
1336,544
306,723
0,349
302,167
374,545
542,787
790,392
1157,182
1415,794
941,166
841,120
471,46
484,351
1154,502
46,428
284,29
366,353
1162,773
726,262
488,742
513,816
1215,493
305,223
94,7
607,706
1299,703
564,405
955,619
1343,507
322,109
348,251
282,680
519,589
923,258
824,184
17,692
335,107
1214,393
255,820
600,349
1093,307
889,258
661,550
13,469
881,156
170,601
1075,507
348,647
442,44
338,671
248,843
883,353
1141,798
224,211
843,810
10,537
96,606
924,558
1167,746
970,357
66,627
935,519
353,36
48,832
713,848
699,330
1351,381
1309,491
310,31
108,144
693,167
834,603
143,124
1284,258
114,621
275,258
654,406
884,822
1053,167
1334,306
1170,428
1089,519
1100,387
962,696
981,834
417,261
90,690
250,755
111,785
698,724
347,447
67,90
1354,631
354,707
1153,707
795,100
1247,574
980,832
784,773
1219,504
466,828
720,707
276,521
1001,666
46,805
67,65
575,166
624,184
1221,813
264,120
317,419
251,485
265,62
1078,894
448,44
17,20
823,116
623,152
502,225
913,690
625,67
95,46
426,737
1398,728
1034,147
9,14
413,387
791,94
15,894
545,706
1307,355
247,65
868,101
171,767
1125,578
601,351
99,393
1056,467
1187,802
521,667
1147,670
1058,697
1419,649
456,707
940,706
966,832
292,198
786,133
668,184
903,233
1078,843
1380,871
895,707
164,728
476,642
373,578
86,358
488,227
743,792
37,672
1418,762
975,527
410,728
396,834
1019,597
1064,156
1020,150
404,735
820,769
392,352
237,387
1324,643
336,44
563,103
143,285
837,579
169,182
681,138
900,279
667,192
529,504
302,679
674,526
1009,136
600,879
375,463
593,762
111,480
855,156
706,814
483,458
389,43
1244,453
592,62
350,239
1269,354
793,519
470,782
326,156
227,811
1400,458
936,807
336,34
36,151
258,405
1292,478
1014,874
169,94
412,785
288,170
533,305
994,130
307,847
686,74
1235,393
264,94
132,692
224,41
77,197
102,762
79,116
643,849
689,90
339,177
772,92
857,517
960,769
1330,431
1194,825
22,682
20,36
979,827
343,685
339,65
116,207
1351,410
1030,395
1396,428
421,44
650,406
223,85
1405,881
582,332
1303,521
392,820
798,233
182,279
409,205
168,298
632,225
263,519
80,497
996,706
1223,681
992,894
681,179
1096,197
78,282
394,203
447,559
1241,405
505,578
1101,748
521,686
738,686
496,251
650,811
563,707
715,178
1166,183
746,221
407,167
1100,700
239,389
719,78
1336,308
1255,480
1236,601
0,156
1050,521
1000,171
1321,384
1043,153
693,707
162,789
914,687
1348,764
689,624
105,21
683,74
471,564
987,143
607,74
525,413
748,97
1229,795
529,156
232,52
643,84
1378,632
139,279
1298,818
351,397
495,686
246,127
1338,706
996,183
1115,609
20,650
16,657
1259,241
426,718
691,74
1176,503
335,164
499,709
1160,182
258,27
409,184
805,166
1365,570
320,207
1151,178
102,437
406,400
878,156
1272,600
72,215
301,799
921,475
564,883
783,533
1048,284
569,100
593,805
1143,176
136,249
788,698
192,384
112,132
1189,762
1347,449
1288,618
1342,883
364,38
910,706
806,94
1394,492
1102,706
617,673
795,260
25,628
301,31
1363,519
1243,409
431,785
1192,621
1332,783
454,649
712,516
334,484
716,402
1132,172
22,3
203,155
887,116
518,53
196,746
121,192
849,95
938,120
102,173
1283,263
732,167
241,40
673,405
651,301
285,438
397,290
887,104
113,258
542,669
232,25
10,552
1253,340
1340,311
24,565
38,374
1024,246
1077,690
420,278
1377,591
160,179
848,95
890,834
971,710
462,46
1308,316
743,521
1160,843
268,524
162,362
494,47
1051,524
654,648
220,864
35,496
691,847
390,775
1387,606
1256,239
592,706
349,665
86,207
63,828
1149,376
161,178
946,759
768,679
314,419
591,114
886,899
391,289
1110,285
420,594
1078,156
289,51
258,657
242,231
99,224
714,475
106,708
310,172
785,291
1136,198
77,258
1211,603
1278,518
709,381
1269,487
950,344
504,467
564,654
5,44
275,285
1108,843
560,61
392,715
344,450
73,491
1288,261
15,157
775,886
48,309
217,589
991,130
927,860
46,168
476,274
239,94
1390,645
1156,543
1194,428
1069,811
220,437
1291,419
9,337
305,31
1217,898
137,12
941,117
426,779
1113,660
714,678
416,238
796,226
455,381
1150,515
321,785
280,707
95,279
114,754
365,703
75,6
380,601
822,163
371,718
1067,896
1304,641
708,166
790,706
183,279
567,607
7,833
143,256
947,762
1240,519
330,33
848,221
16,3
1055,303
17,185
726,507
584,241
1195,635
26,371
458,46
1310,817
653,473
1196,692
1064,480
636,167
880,497
373,367
1119,762
1,345
25,14
631,811
1027,831
1077,871
249,632
839,521
474,440
367,494
958,693
114,659
814,574
72,674
1365,371
74,166
61,547
577,686
950,331
608,259
705,505
901,110
65,154
554,61
385,458
56,685
1186,683
87,226
40,335
703,802
250,226
858,97
710,95
1207,583
1140,457
658,116
1000,580
20,527
749,91
1316,428
1383,393
110,405
502,51
10,779
574,544
693,878
810,540
901,605
1115,738
267,555
584,756
1307,316
173,136
335,762
427,174
64,487
733,208
212,466
448,62
201,692
244,746
956,626
645,792
1240,721
1304,604
20,205
45,177
733,465
698,74
639,595
1028,146
726,177
621,379
20,481
224,707
1150,306
734,456
834,503
215,481
1283,632
0,207
345,843
307,815
268,568
1400,682
319,706
1382,823
237,215
862,707
979,894
990,130
352,441
434,44
616,775
694,428
313,325
871,102
129,322
782,842
46,120
541,883
1044,790
504,488
1113,174
1011,710
281,29
1126,168
512,728
1119,467
277,343
1046,259
422,195
682,74
1390,415
89,376
665,603
113,547
1054,285
129,13
235,25
1192,856
1107,735
923,574
36,326
428,640
198,21
275,846
1038,603
275,766
1227,212
486,46
1211,574
63,174
844,184
70,747
305,738
1236,746
292,303
1194,278
752,198
1027,718
747,878
123,638
1156,759
391,746
1022,831
795,121
968,635
1333,305
338,720
832,173
886,898
257,258
402,788
984,130
522,54
1386,808
38,405
222,432
70,6
1378,682
577,396
597,573
735,84
790,94
1115,718
763,167
455,555
50,574
189,318
835,94
1428,899
14,762
1342,844
1399,561
728,81
350,624
883,658
147,72
605,198
485,46
406,94
864,219
381,41
847,208
205,387
1183,765
1322,590
1241,226
630,614
9,258
317,563
26,574
1293,868
235,94
1021,224
234,77
1348,368
512,743
1118,465
1042,803
912,347
1151,213
1396,578
513,94
1412,620
707,519
1021,435
384,416
384,129
244,406
1128,706
587,391
1408,532
1239,706
264,167
291,825
792,258
1352,596
808,94
1282,802
91,327
750,156
1120,574
1424,897
449,748
69,786
1247,579
1366,757
743,605
656,71
871,494
1343,376
131,12
1214,795
1121,584
1193,546
166,412
861,324
341,35
729,706
316,753
220,762
580,706
1245,321
1185,413
11,2
1012,362
210,91
114,198
1127,537
179,515
94,207
703,603
543,592
8,755
791,102
189,869
280,198
1073,863
809,773
1017,615
674,260
690,194
368,39
772,706
137,94
996,258
749,883
854,95
672,72
529,674
963,249
861,294
703,117
1203,218
56,827
384,41
465,224
475,272
876,762
1322,406
433,682
1168,459
272,853
1161,706
519,53
1129,396
853,783
82,226
971,706
94,852
467,794
313,378
460,326
422,72
1415,811
1326,796
1181,667
1093,517
944,503
634,411
769,92
1122,798
384,647
831,574
1056,707
112,607
544,330
616,66
1033,147
1364,465
86,544
1152,519
1396,656
1064,225
327,550
1203,558
1035,628
894,805
287,643
1341,809
830,762
223,94
311,166
987,192
304,718
1044,344
554,94
453,589
1364,405
387,309
705,75
250,517
231,25
284,71
1253,281
176,144
1268,745
803,94
430,46
378,748
281,122
302,96
148,158
2,250
1259,504
1067,897
822,499
1028,219
950,221
901,503
1174,594
443,44
1233,562
1137,603
30,775
922,519
873,789
52,481
557,463
